agent0,2085
agent1,1942
agent2,1170
agent3,1927
agent4,1147
agent5,2081
agent6,2010
agent7,3048
agent8,2111
agent9,1963
agent10,1065
agent11,1979
agent12,2127
agent13,972
agent14,2078
agent15,2114
agent16,2051
agent17,2058
agent18,2048
agent19,2019
agent20,2002
agent21,2058
agent22,1103
agent23,2005
agent24,2070
agent25,2008
agent26,2103
agent27,1943
agent28,1105
agent29,2079
agent30,985
agent31,2021
agent32,2110
agent33,3045
agent34,2099
agent35,3073
