agent0,1124
agent1,980
agent2,2112
agent3,1914
agent4,2186
agent5,3061
agent6,2012
agent7,2112
agent8,2025
agent9,778
agent10,2149
agent11,2010
agent12,2082
agent13,3078
agent14,2178
agent15,2055
agent16,2011
agent17,1148
agent18,1044
agent19,2040
agent20,1977
agent21,1956
agent22,1957
agent23,1996
agent24,1109
agent25,2058
agent26,2004
agent27,3235
agent28,2310
agent29,2080
agent30,937
agent31,1960
agent32,1987
agent33,2114
agent34,2034
agent35,2027
