agent0,2132
agent1,2083
agent2,2061
agent3,2029
agent4,1937
agent5,1090
agent6,2115
agent7,1055
agent8,2067
agent9,2976
agent10,2102
agent11,3078
agent12,1986
agent13,1036
agent14,2017
agent15,1050
agent16,2025
agent17,2102
agent18,2027
agent19,2054
agent20,2055
agent21,2073
agent22,2038
agent23,968
agent24,2132
agent25,1027
agent26,2040
agent27,2922
agent28,2258
agent29,3081
agent30,2019
agent31,1071
agent32,2000
agent33,1010
agent34,2152
agent35,1919
